,nombre,ranking_actual,puntos_wpt,p_jugados,p_ganados,p_perdidos,efectividad,vict_consecutivas,companero_actual,posicion_juego,lugar_nacimiento,fecha_nacimiento,altura,lugar_residencia,url,reference_date
0,Alejandro Galán Romo,1,16360,297,206,91,"69,36",18,Juan Lebrón Chincoa,Revés,Madrid,15/05/1996,"1,86",Madrid,https://www.worldpadeltour.com/jugadores/alejandro-galan-romo/,05/04/2021
1,Juan Lebrón Chincoa,2,15880,312,199,113,"63,78",18,Alejandro Galán Romo,Revés,Puerto de Sta. María,30/01/1995,"1,84",Madrid,https://www.worldpadeltour.com/jugadores/juan-lebron/,05/04/2021
2,Francisco Navarro Compán,3,11485,415,312,103,"75,18",15,Martín Di Nenno,Revés,Sevilla,10/02/1989,"1,81",Madrid,https://www.worldpadeltour.com/jugadores/francisco-navarro-compan/,05/04/2021
3,Carlos Daniel Gutiérrez ,4,10770,435,338,97,"77,7",13,Fernando Belasteguín,Drive,San Luis - Argentina,15/06/1984,"1,77",Madrid,https://www.worldpadeltour.com/jugadores/carlos-daniel-gutierrez/,05/04/2021
4,Pablo Lima ,5,10630,430,367,63,"85,35",53,Agustín Tapia,Drive,Porto Alegre - Bra,11/10/1986,"1,80",Bilbao,https://www.worldpadeltour.com/jugadores/pablo-lima/,05/04/2021
5,Fernando Belasteguín ,6,10175,419,373,46,"89,02",63,Carlos Daniel Gutiérrez,Revés,Pehuajo,19/05/1979,"1,80",Barcelona,https://www.worldpadeltour.com/jugadores/fernando-belasteguin/,05/04/2021
6,Agustín Tapia ,7,9325,93,60,33,"64,52",8,Fernando Belasteguín,Revés,Catamarca - Arg,24/07/1999,"1,79",Barcelona - España,https://www.worldpadeltour.com/jugadores/agustin-tapia/,05/04/2021
7,Maximiliano Sánchez ,8,8490,414,310,104,"74,88",13,Adrián Allemandi,Revés,Villa Mercedes - Arg,15/12/1986,"1,83",Madrid,https://www.worldpadeltour.com/jugadores/maximiliano-sanchez/,05/04/2021
8,Franco Stupaczuk ,9,8430,289,199,90,"68,86",10,Alejandro Ruiz Granados,Revés,Chaco - Arg,25/03/1996,"1,80",Madrid,https://www.worldpadeltour.com/jugadores/franco-stupaczuk/,05/04/2021
9,Federico Chingotto ,10,6730,198,132,66,"66,67",10,Juan Tello,Drive,Buenos Aires - Arg,13/04/1997,"1,70",Málaga,https://www.worldpadeltour.com/jugadores/federico-chingotto/,05/04/2021
10,Juan Tello ,10,6730,196,132,64,"67,35",10,Federico Chingotto,Revés,Córdoba - Arg,01/02/1995,"1,85",Málaga,https://www.worldpadeltour.com/jugadores/juan-tello/,05/04/2021
11,Matías Díaz Sangiorgio,12,5705,396,285,111,"71,97",13,Agustín Gómez Silingo,Drive,Buenos Aires,27/09/1978,"1,68",Madrid,https://www.worldpadeltour.com/jugadores/matias-diaz-sangiorgio/,05/04/2021
12,Javier Ruiz González,13,5235,264,148,116,"56,06",7,Uri Botello Cohen,Revés,Granada,17/06/1987,"1,83",Granada,https://www.worldpadeltour.com/jugadores/javier-ruiz-gonzalez/,05/04/2021
13,Uri Botello Cohen,13,5235,280,147,133,"52,5",5,Javier Ruiz González,Drive,Melilla,16/08/1988,"1,72",Madrid,https://www.worldpadeltour.com/jugadores/uri-botello-cohen/,05/04/2021
14,Juan Mieres Petruf,15,4177,359,254,105,"70,75",9,Álvaro Cepero Rodríguez,Drive,Bahía Blanca,30/10/1980,"1,80",Madrid,https://www.worldpadeltour.com/jugadores/juan-mieres-petruf/,05/04/2021
15,Agustín Gómez Silingo,16,4130,265,151,114,"56,98",4,Matías Díaz Sangiorgio,Revés,La Plata,01/08/1983,"1,86",Madrid,https://www.worldpadeltour.com/jugadores/agustin-gomez-silingo/,05/04/2021
16,Martín Di Nenno ,17,3685,208,136,72,"65,38",7,Francisco Navarro Compán,Drive,Ezieza - Bs As,18/03/1997,"1,75",Buenos Aires,https://www.worldpadeltour.com/jugadores/martin-di-nenno/,05/04/2021
17,Adrián Allemandi ,18,3611,312,192,120,"61,54",4,Maximiliano Sánchez,Drive,Neuquén,28/12/1980,"1,78",Madrid,https://www.worldpadeltour.com/jugadores/adrian-allemandi/,05/04/2021
18,Alejandro Ruiz Granados,19,3380,264,132,132,50,4,Franco Stupaczuk,Drive,Málaga,12/06/1994,"1,87",Madrid,https://www.worldpadeltour.com/jugadores/alejandro-ruiz/,05/04/2021
19,Javier Rico Dasi,20,3190,228,137,91,"60,09",6,Jerónimo González Luque,Drive,Valencia,15/05/1998,"1,67",Valencia,https://www.worldpadeltour.com/jugadores/javier-rico-dasi/,05/04/2021
20,Jorge Nieto Ruiz,21,2905,203,119,84,"58,62",6,Juan Martín Díaz Martínez,Revés,Madrid,18/12/1998,"1,75",Madrid,https://www.worldpadeltour.com/jugadores/jorge-nieto-ruiz/,05/04/2021
21,Martín Sánchez Piñeiro,21,2905,261,133,128,"50,96",5,Javier González Barahona,Revés,A Coruña,26/10/1992,"1,84",Barcelona,https://www.worldpadeltour.com/jugadores/martin-sanchez-pineiro/,05/04/2021
22,Miguel Lamperti ,23,2270,335,218,117,"65,07",4,Arturo Coello Manso,Revés,Bahía Blanca,11/11/1978,"1,80",Madrid,https://www.worldpadeltour.com/jugadores/miguel-lamperti/,05/04/2021
23,Juan Cruz Belluati López,24,2240,268,154,114,"57,46",6,Javier Garrido Gómez,Drive,Buenos Aires - Arg,20/10/1993,"1,76",Madrid,https://www.worldpadeltour.com/jugadores/juan-cruz-belluati-lopez/,05/04/2021
24,Pablo Lijó Santos,25,2232,240,127,113,"52,92",6,Luciano Capra,Revés,Sta. Uxía de Ribeira,06/07/1991,"1,85",Madrid,https://www.worldpadeltour.com/jugadores/pablo-lijo/,05/04/2021
25,Lucas De Oliveira Campagnolo,26,2190,200,122,78,61,6,Lucas Bergamini,Revés,Alegrete - Bra,13/06/1995,"1,79",Porto Alegre - Bra,https://www.worldpadeltour.com/jugadores/lucas-de-oliveira-campagnolo/,05/04/2021
26,Jerónimo González Luque,27,2120,254,153,101,"60,24",5,Javier Rico Dasi,Revés,Antequera,21/02/1997,"1,80",Antequera,https://www.worldpadeltour.com/jugadores/jeronimo-gonzalez-luque/,05/04/2021
27,Ramiro Moyano ,28,2010,265,141,124,"53,21",5,José Rico Dasi,Revés,La Plata,25/10/1989,"1,85",Madrid,https://www.worldpadeltour.com/jugadores/ramiro-moyano/,05/04/2021
28,Luciano Capra ,29,1985,263,136,127,"51,71",6,Pablo Lijó Santos,Drive,Quilmes,16/09/1993,"1,84",Madrid,https://www.worldpadeltour.com/jugadores/luciano-capra/,05/04/2021
29,Lucas Bergamini ,30,1919,171,102,69,"59,65",6,Miguel Lamperti,Drive,Bento Gonçalves - Brasil,18/08/1997,"1,65",Madrid,https://www.worldpadeltour.com/jugadores/lucas-da-cunha-bergamini/,05/04/2021
30,Javier Garrido Gómez,31,1832,171,93,78,"54,39",7,Javier Martínez Vázquez,Revés,Córdoba,26/10/2000,"1,84",Madrid,https://www.worldpadeltour.com/jugadores/javier-garrido-gomez/,05/04/2021
31,Cristian Gutiérrez Albizu,32,1695,331,219,112,"66,16",13,Aday Santana Ferrero,Revés,Mar del Plata,06/05/1978,"1,75",Madrid,https://www.worldpadeltour.com/jugadores/cristian-gutierrez-albizu/,05/04/2021
32,Ernesto Moreno Carrasco,33,1674,253,117,136,"46,25",6,Denis Tomas Perino,Revés,Málaga,19/11/1994,"1,82",Torremolinos,https://www.worldpadeltour.com/jugadores/ernesto-moreno/,05/04/2021
33,Gonzalo Rubio Pérez,34,1639,260,122,138,"46,92",7,Christian Fuster Simarro,Drive,Sevilla,22/02/1991,"1,83",Sevilla,https://www.worldpadeltour.com/jugadores/gonzalo-rubio-perez/,05/04/2021
34,Álvaro Cepero Rodríguez,35,1622,247,111,136,"44,94",6,Juan Mieres Petruf,Drive,San Fernando,26/04/1991,"1,67",Madrid,https://www.worldpadeltour.com/jugadores/alvaro-cepero/,05/04/2021
35,Juan Martín Díaz Martínez,36,1520,307,240,67,"78,18",33,Jorge Nieto Ruiz,Drive,Mar del Plata - Arg,28/11/1975,"1,84",Madrid,https://www.worldpadeltour.com/jugadores/juan-martin-diaz-martinez/,05/04/2021
36,Javier Martínez Vázquez,37,1486,242,140,102,"57,85",7,Agustín Gutiérrez,Drive,Valladolid,18/11/1996,"1,74",Valladolid,https://www.worldpadeltour.com/jugadores/javier-martinez-vazquez/,05/04/2021
37,José Rico Dasi,38,1482,219,106,113,"48,4",6,Ramiro Moyano,Drive,Valencia,21/09/1995,"1,76",Valencia,https://www.worldpadeltour.com/jugadores/jose-rico-dasi/,05/04/2021
38,Antonio Fernández Cano,39,1468,222,121,101,"54,5",5,José Antonio García Diestro,Revés,Badajoz,17/08/1992,"1,8",Madrid,https://www.worldpadeltour.com/jugadores/antonio-fernandez-cano/,05/04/2021
39,Ignacio González Gadea,39,1468,228,93,135,"40,79",5,Víctor Ruiz Remedios,Drive,Madrid,31/12/1986,"1,79",Madrid,https://www.worldpadeltour.com/jugadores/ignacio-gonzalez-gadea/,05/04/2021
40,Adrián Blanco Antelo,41,1452,230,103,127,"44,78",7,Maximiliano Grabiel Martínez,Revés,Orense,29/07/1987,"1,83",Valladolid,https://www.worldpadeltour.com/jugadores/adrian-blanco-antelo/,05/04/2021
41,Arturo Coello Manso,42,1435,72,39,33,"54,17",5,Miguel Lamperti,Drive,Valladolid,08/03/2002,"1,90",Valladolid - España,https://www.worldpadeltour.com/jugadores/arturo-coello-manso/,05/04/2021
42,Víctor Ruiz Remedios,43,1402,259,139,120,"53,67",5,Ignacio González Gadea,Revés,Cartagena,09/07/1989,"1,79",Cartagena,https://www.worldpadeltour.com/jugadores/victor-ruiz-remedios/,05/04/2021
43,Iván Ramírez Del Campo,44,1392,118,69,49,"58,47",6,Arturo Coello Manso,Revés,Madrid,14/11/2001,"1,72",Madrid,https://www.worldpadeltour.com/jugadores/ivan-ramirez-del-campo/,05/04/2021
44,Francisco Manuel Gil Morales,45,1388,143,89,54,"62,24",8,Sergio Alba Sánchez,Drive,Córdoba - Esp,27/04/1996,"1,80",Puente Genil,https://www.worldpadeltour.com/jugadores/francisco-manuel-gil-morales/,05/04/2021
45,Sergio Alba Sánchez,46,1351,274,171,103,"62,41",8,Francisco Manuel Gil Morales,Revés,Guadalajara,26/05/1990,"1,78",Guadalajara,https://www.worldpadeltour.com/jugadores/sergio-alba-sanchez/,05/04/2021
46,Denis Tomas Perino ,47,1370,144,87,57,"60,42",6,Jorge Ruiz Gutiérrez,Drive,Córdoba - Arg,08/01/1996,"1,74",Madrid,https://www.worldpadeltour.com/jugadores/denis-tomas-perino/,05/04/2021
47,José Antonio García Diestro,47,1329,269,128,141,"47,58",6,Antonio Fernández Cano,Drive,Badajoz,01/09/1989,"1,83",Badajoz,https://www.worldpadeltour.com/jugadores/jose-garcia-diestro/,05/04/2021
48,Agustín Gutiérrez ,48,1306,132,88,44,"66,67",9,Javier Martínez Vázquez,Revés,San Luis - Arg,07/01/1998,"1,75",San Luís - Arg,https://www.worldpadeltour.com/jugadores/agustin-gutierrez/,05/04/2021
49,Javier González Barahona,50,1273,213,123,90,"57,75",7,Martín Sánchez Piñeiro,Drive,Madrid,17/09/1998,"1,79",Madrid,https://www.worldpadeltour.com/jugadores/javier-gonzalez-barahona/,05/04/2021
50,Maximiliano Grabiel Martínez,51,1268,291,169,122,"58,08",12,Adrián Blanco Antelo,Drive,La Plata,12/08/1976,"1,68",Madrid,https://www.worldpadeltour.com/jugadores/maxi-grabiel/,05/04/2021
51,Toni Bueno Gómez,52,1256,244,141,103,"57,79",5,Rubén Rivera Serra,Drive,Barcelona,23/08/1990,"1,78",Barcelona,https://www.worldpadeltour.com/jugadores/toni-bueno-gomez/,05/04/2021
52,Rubén Rivera Serra,53,1252,222,89,133,"40,09",4,Pedro Vera Castillo,Revés,Barcelona,29/07/1990,"1,82",Barcelona,https://www.worldpadeltour.com/jugadores/ruben-rivera/,05/04/2021
53,Jorge Ruiz Gutiérrez,54,1227,240,143,97,"59,58",5,Diego Ramos,Revés,Torrelavega,12/12/1992,"1,74",Torrelavega,https://www.worldpadeltour.com/jugadores/jorge-ruiz-gutierrez/,05/04/2021
54,Christian Fuster Simarro,55,1200,243,132,111,"54,32",5,Gonzalo Rubio Pérez,Revés,Villajoyosa,25/08/1989,"1,90",Alicante,https://www.worldpadeltour.com/jugadores/christian-fuster-simarro/,05/04/2021
55,Sebastián Nerone ,56,1157,266,137,129,"51,5",3,Nicolás Suescun,Revés,Buenos Aires - Arg,24/06/1976,"1,79",Madrid,https://www.worldpadeltour.com/jugadores/sebastian-nerone/,05/04/2021
56,Aday Santana Ferrero,57,1132,249,129,120,"51,81",3,Cristian Gutiérrez Albizu,Revés,Las Palmas,04/05/1978,"1,79",Madrid,https://www.worldpadeltour.com/jugadores/aday-santana-ferrero/,05/04/2021
57,Rafael Méndez Ruiz,58,1115,294,171,123,"58,16",5,Salvador Oria Ortega,Revés,Jerez de la Frontera,22/01/1992,"1,97",Valladolid,https://www.worldpadeltour.com/jugadores/rafael-mendez-ruiz/,05/04/2021
58,Gonzalo Díaz ,59,1113,246,117,129,"47,56",6,Francisco Gomes,Revés,Buenos Aires,28/04/1980,"1,77",Estepona,https://www.worldpadeltour.com/jugadores/gonzalo-diaz/,05/04/2021
59,Diego Ramos ,60,1106,244,105,139,"43,03",4,Jorge Ruiz Gutiérrez,Drive,Chuy - Uruguay,10/04/1985,"1,78",Valladolid,https://www.worldpadeltour.com/jugadores/diego-ramos/,05/04/2021
60,Aris Patiniotis ,61,1020,214,116,98,"54,21",6,Jon Sanz Zalba,Revés,Mar del Plata,12/11/1991,"1,75",Madrid,https://www.worldpadeltour.com/jugadores/aris-patiniotis/,05/04/2021
61,Javier Valdés González,63,1005,220,141,79,"64,09",9,Jon Sanz Zalba,Drive,Santiago de Chile,27/06/1996,"1,75",Santiago de Chile,https://www.worldpadeltour.com/jugadores/javier-valdes-gonzalez/,05/04/2021
62,Antón Sans Riola,64,917,174,101,73,"58,05",5,Íñigo Zaratiegui Pedrosa,Drive,Tarragona,29/09/1995,"1,88",Tarragona,https://www.worldpadeltour.com/jugadores/anton-sans-riola/,05/04/2021
63,Miguel Yanguas Diez,64,951,99,62,37,"62,63",6,Aris Patiniotis,Drive,Málaga,18/03/2002,"1,89",Granada,https://www.worldpadeltour.com/jugadores/miguel-yanguas-diez/,05/04/2021
64,Juan Manuel Restivo ,65,907,265,132,133,"49,81",5,Raúl Marcos Durán,Revés,La Plata,11/06/1988,"1,8",Madrid,https://www.worldpadeltour.com/jugadores/juan-manuel-restivo/,05/04/2021
65,Francisco Gomes ,66,902,234,102,132,"43,59",3,Gonzalo Díaz,Drive,Porto Alegre - Bra,07/06/1981,"1,80",Villanueva De La Cañada,https://www.worldpadeltour.com/jugadores/francisco-gomes/,05/04/2021
66,Íñigo Zaratiegui Pedrosa,67,870,149,84,65,"56,38",5,Antón Sans Riola,Revés,Pamplona,26/07/1995,"1,85",Pamplona,https://www.worldpadeltour.com/jugadores/inigo-zaratiegui-pedrosa/,05/04/2021
67,Mario Del Castillo Marín,69,862,133,78,55,"58,65",5,Javier Pérez Morillas,Revés,Sevilla,20/12/1997,"1,84",Sevilla ,https://www.worldpadeltour.com/jugadores/mario-del-castillo-marin/,05/04/2021
68,Matías Marina Artuso,69,785,206,99,107,"48,06",5,Mario Huete Hernández,Drive,Mar del Plata - Arg,27/05/1993,"1,88",Madrid,https://www.worldpadeltour.com/jugadores/matias-marina/,05/04/2021
69,Marcello Jardim ,70,775,235,101,134,"42,98",3,Miguel González García,Drive,Santa María - Brasil,14/07/1973,"1,86",Bilbao,https://www.worldpadeltour.com/jugadores/marcello-jardim/,05/04/2021
70,Javier Pérez Morillas,72,700,201,126,75,"62,69",5,Andrés Britos,Revés,Arahal - Sevilla,07/04/1987,"1,89",Sevilla,https://www.worldpadeltour.com/jugadores/javier-perez-morillas/,05/04/2021
71,Antonio Luque Aragón,73,689,304,171,133,"56,25",7,Mario Del Castillo Marín,Revés,Jaén,09/09/1987,"1,84",Madrid,https://www.worldpadeltour.com/jugadores/antonio-luque-aragon/,05/04/2021
72,Jon Sanz Zalba,73,752,106,64,42,"60,38",7,Javier Valdés González,Drive,Pamplona,25/09/2000,"1,75",Pamplona,https://www.worldpadeltour.com/jugadores/jon-sanz-zalba/,05/04/2021
73,Germán Tamame ,74,684,225,92,133,"40,89",5,Pedro Alonso-Martínez,Revés,Trenque Lauquen,12/01/1981,"1,77",Puerto de Santa María,https://www.worldpadeltour.com/jugadores/german-tamame/,05/04/2021
74,Andrés Britos ,75,676,242,136,106,"56,2",6,Javier Pérez Morillas,Drive,Bolivar - B.A. - Arg,06/12/1989,"1,67",Barcelona ,https://www.worldpadeltour.com/jugadores/andres-britos/,05/04/2021
75,Miguel Ángel Solbes Llorens,76,642,300,178,122,"59,33",5,Ricardo Martínez Sánchez,Drive,Villajoyosa,16/03/1988,"1,86",Villajoyosa,https://www.worldpadeltour.com/jugadores/miguel-angel-solbes-llorens/,05/04/2021
76,Salvador Oria Ortega,77,637,236,144,92,"61,02",7,Rafael Méndez Ruiz,Drive,Valencia,01/10/1996,"1,80",Carcaixent (Valencia),https://www.worldpadeltour.com/jugadores/salvador-oria-ortega/,05/04/2021
77,Fernando Poggi ,78,634,211,90,121,"42,65",3,Facundo Domínguez,Revés,Buenos Aires,18/07/1976,"1,95",Madrid,https://www.worldpadeltour.com/jugadores/fernando-poggi/,05/04/2021
78,Ricardo Martínez Sánchez,79,619,294,162,132,"55,1",7,Miguel Ángel Solbes Llorens,Revés,Yecla,24/06/1988,"1,82",Barcelona,https://www.worldpadeltour.com/jugadores/ricardo-martinez-sanchez/,05/04/2021
79,Pedro Alonso-Martínez ,80,611,224,90,134,"40,18",5,Germán Tamame,Drive,Madrid,25/03/1988,"1,74",Madrid,https://www.worldpadeltour.com/jugadores/pedro-alonso-martinez/,05/04/2021
80,Juan Manuel Vázquez ,81,604,245,107,138,"43,67",4,Claudio Conrado Lanzinger Zurita,Revés,Quilmes - Arg,17/05/1985,"1,80",Bilbao,https://www.worldpadeltour.com/jugadores/juan-manuel-vazquez/,05/04/2021
81,Raúl Marcos Durán,82,585,260,121,139,"46,54",5,Juan Manuel Restivo,Drive,Madrid,28/06/1992,"1,82",Madrid,https://www.worldpadeltour.com/jugadores/raul-marcos-duran/,05/04/2021
82,José David Sánchez Serrano,83,511,253,154,99,"60,87",6,Miguel Ángel Solbes Llorens,Revés,Murcia,03/12/1994,"1,78",Murcia,https://www.worldpadeltour.com/jugadores/jose-david-sanchez-serrano/,05/04/2021
83,Javier Redondo Méndez,84,486,269,145,124,"53,9",6,Diogo Rocha,Revés,Barcelona,08/04/1994,"1,85",Jávea,https://www.worldpadeltour.com/jugadores/javier-redondo-mendez/,05/04/2021
84,José Carlos Gaspar Campos,85,480,264,163,101,"61,74",6,Miguel Benítez Lara,Drive,Málaga,28/08/1997,"1,85",Mádrid,https://www.worldpadeltour.com/jugadores/jose-carlos-gaspar-campos/,05/04/2021
85,Cristian Germán Gutiérrez ,87,476,247,127,120,"51,42",5,Marc Quílez Palleja,Drive,San Luis,15/12/1990,"1,70",Madrid,https://www.worldpadeltour.com/jugadores/cristian-german-gutierrez/,05/04/2021
86,Jesús Moya Sos,88,477,95,50,45,"52,63",5,Javier González Barahona,Revés,Melilla,28/04/2000,"1,81",Melilla,https://www.worldpadeltour.com/jugadores/jesus-moya-sos/,05/04/2021
87,Teodoro Víctor Zapata Pizarro,88,466,201,105,96,"52,24",6,Raúl Marcos Durán,Revés,Merida,10/04/1995,"1,78",Cáceres,https://www.worldpadeltour.com/jugadores/teodoro-victor-zapata-pizarro/,05/04/2021
88,Jordi Muñoz Baixas,90,419,266,145,121,"54,51",5,Pepe Aliaga Cruz,Drive,Las Palmas,19/08/1976,"1,80",Barcelona,https://www.worldpadeltour.com/jugadores/jordi-munoz/,05/04/2021
89,Sergio Icardo Alcorisa,90,419,305,189,116,"61,97",6,Diego Gil Batista,Revés,Valencia,04/10/1989,"1,78",Valencia,https://www.worldpadeltour.com/jugadores/sergio-icardo-alcorisa/,05/04/2021
90,Eduardo Alonso Chillarón,91,460,106,60,46,"56,6",5,Juan Manuel Restivo,Drive,Valencia,08/01/2001,"1,80",Valencia,https://www.worldpadeltour.com/jugadores/eduardo-alonso-chillaron/,05/04/2021
91,Diogo Rocha ,92,414,232,132,100,"56,9",5,Javier Redondo Méndez,Drive,Oporto,14/06/1984,"1,80",Custoias,https://www.worldpadeltour.com/jugadores/diogo-rocha/,05/04/2021
92,Marc Quílez Palleja,93,382,251,147,104,"58,57",8,Cristian Germán Gutiérrez,Revés,Barcelona,22/09/1995,"1,92",Barcelona,https://www.worldpadeltour.com/jugadores/marc-quilez-palleja/,05/04/2021
93,Alejandro Arroyo Albert,95,394,101,54,47,"53,47",5,Salvador Oria Ortega,Revés,Valencia,25/10/2001,"1,88",Valencia,https://www.worldpadeltour.com/jugadores/alejandro-arroyo-albert-arroyo-albert/,05/04/2021
94,Vasco Pascoal ,95,364,232,126,106,"54,31",5,Miguel Deus,Revés,Lisboa - Portugal,21/11/1988,"1,82",Tercena - Portugal,https://www.worldpadeltour.com/jugadores/vasco-pascoal/,05/04/2021
95,Matías Nicoletti ,96,345,218,89,129,"40,83",3,Adrián Rodríguez Rodríguez-Manzaneque,Revés,San Isidro - Arg,12/04/1980,"1,86",Valencia,https://www.worldpadeltour.com/jugadores/matias-nicoletti/,05/04/2021
96,Jaime Menéndez Gil,98,297,134,67,67,50,5,José Solano Marmolejo,Revés,Madrid,28/03/1994,"1,80",Madrid,https://www.worldpadeltour.com/jugadores/jaime-menendez-gil/,05/04/2021
97,Guillermo Lahoz Rodríguez,99,276,226,113,113,50,6,Jeremy Scatena,Drive,Madrid,26/08/1971,"1,81",Santander,https://www.worldpadeltour.com/jugadores/guillermo-lahoz-rodriguez/,05/04/2021
98,José Solano Marmolejo,99,317,140,79,61,"56,43",5,Jaime Menéndez Gil,Drive,Málaga,02/06/2000,"1,70",Málaga,https://www.worldpadeltour.com/jugadores/jose-solano-marmolejo/,05/04/2021
99,Miguel González García,100,270,216,114,102,"52,78",5,Marcello Jardim,Revés,Melilla,21/05/1997,"1,84",Melilla,https://www.worldpadeltour.com/jugadores/miguel-gonzalez-garcia/,05/04/2021
100,Jeremy Scatena ,101,265,123,70,53,"56,91",5,Benjamin Tison,Revés,Cannes,16/04/1985,"1,85",Nice,https://www.worldpadeltour.com/jugadores/jeremy-scatena/,05/04/2021
101,Nicolás Suescun ,102,248,151,76,75,"50,33",4,Sebastián Nerone,Drive,Rio Tercero,29/10/1985,"1,72",Madrid,https://www.worldpadeltour.com/jugadores/nicolas-suescun/,05/04/2021
102,José María Mouliaa López,103,246,180,102,78,"56,67",5,Pablo Castillo Valverde,Revés,Lorca,10/01/1989,"1,88",Lorca,https://www.worldpadeltour.com/jugadores/jose-maria-mouliaa-lopez/,05/04/2021
103,Arnau Ayats Delgado,104,244,71,36,35,"50,7",4,Sergio Icardo Alcorisa,Revés,Vic - Barcelona,07/03/2000,"1,85",Castellbisbal - Barcelona,https://www.worldpadeltour.com/jugadores/arnau-ayats-delgado/,05/04/2021
104,Benjamin Tison ,105,243,35,20,15,"57,14",5,Teodoro Víctor Zapata Pizarro,Drive,Mantes la jolie ,02/02/1989,1 m 83,Mantes la jolie ,https://www.worldpadeltour.com/jugadores/benjamin-tison/,05/04/2021
105,Pedro Vera Castillo,106,238,152,82,70,"53,95",5,Rubén Rivera Serra,Drive,Murcia,04/12/1993,"1,84",Murcia,https://www.worldpadeltour.com/jugadores/pedro-vera-castillo/,05/04/2021
106,Miguel Semmler Arranz,107,237,14,8,6,"57,14",4,Francisco Javier Leal Perez,Drive,Madrid,02/05/1997,1.80,Madrid,https://www.worldpadeltour.com/jugadores/miguel-semmler-arranz/,05/04/2021
107,Francisco Jurado Sosa,108,236,98,54,44,"55,1",5,Ismael Rodriguez Mazario,Drive,El Coronil (Sevilla),10/12/1996,"1,84",El Coronil (Sevilla),https://www.worldpadeltour.com/jugadores/francisco-jurado-sosa/,05/04/2021
108,Fran Ramírez Navas,109,234,254,140,114,"55,12",5,Jairo Jose Bautista Ortiz,Drive,Sevilla,31/07/1991,"1,74",Madrid,https://www.worldpadeltour.com/jugadores/fran-ramirez-navas/,05/04/2021
109,Aitor García Bassas,110,229,139,81,58,"58,27",5,Pedro Vera Castillo,Revés,Gerona,10/09/1994,"1,81",Gerona,https://www.worldpadeltour.com/jugadores/aitor-garcia-bassas/,05/04/2021
110,Jaime Muñoz Enrile,111,223,120,60,60,50,4,Javier García Mora,Drive,Madrid,14/06/1999,"1,83",Madrid,https://www.worldpadeltour.com/jugadores/jaime-munoz-enrile/,05/04/2021
111,Javier García Mora,112,218,88,51,37,"57,95",5,Jaime Muñoz Enrile,Revés,Murcia,09/12/2000,"1,77",Murcia,https://www.worldpadeltour.com/jugadores/javier-garcia-mora/,05/04/2021
112,Borja Yribarren Abecia,113,205,230,91,139,"39,57",4,Bastien Blanque,Drive,A Coruña,17/10/1979,"1,84",A Coruña,https://www.worldpadeltour.com/jugadores/borja-yribarren-abecia/,05/04/2021
113,Facundo Domínguez ,114,204,64,34,30,"53,12",4,Fernando Poggi,Drive,Mar del Plata - Arg,09/11/1997,"1,72",Mar del Plata - Arg,https://www.worldpadeltour.com/jugadores/facundo-dominguez/,05/04/2021
114,Adriá Mercadal Berenguer,115,196,243,142,101,"58,44",5,Jesús Ruíz Bohorquez,Drive,Barcelona,19/11/1990,"1,73",Barcelona,https://www.worldpadeltour.com/jugadores/adria-mercadal-berenguer/,05/04/2021
115,Gerard Company Escriche,116,190,178,64,114,"35,96",4,Javier Redondo Méndez,Drive,Girona,27/05/1982,"1,86",Girona,https://www.worldpadeltour.com/jugadores/gerard-company-escriche/,05/04/2021
116,Pablo Acevedo Iturribarria,117,189,190,91,99,"47,89",5,Juanlu Esbri Gonzalez,Drive,México D.F.,27/06/1986,"1,86",MADRID,https://www.worldpadeltour.com/jugadores/pablo-acevedo-iturribarra/,05/04/2021
117,Bastien Blanque ,118,184,54,17,37,"31,48",5,Borja Yribarren Abecia,Revés,Toulouse - Francia,10/05/1995,"1,80",Madrid,https://www.worldpadeltour.com/jugadores/bastien-blanque/,05/04/2021
118,Diego Gil Batista,119,179,135,72,63,"53,33",5,Sergio Icardo Alcorisa,Drive,Las Palmas,27/03/1998,"1,87",Las Palmas,https://www.worldpadeltour.com/jugadores/diego-gil-batista/,05/04/2021
119,David García Campos,120,172,285,164,121,"57,54",6,Daniel Bressel Ambrossi,Drive,Madrid,25/01/1993,"1,75",Madrid,https://www.worldpadeltour.com/jugadores/david-garcia-campos/,05/04/2021
120,Johan Bergeron ,121,170,91,38,53,"41,76",4,Robin Haziza,Drive,Lyon,12/06/1993,"1,75",Barcelone,https://www.worldpadeltour.com/jugadores/johan-bergerer/,05/04/2021
121,José María Benavides Ponce De León,122,166,129,69,60,"53,49",6,Sergio Icardo Alcorisa,Revés,Granada,24/09/1989,"1,80",Granada,https://www.worldpadeltour.com/jugadores/jose-maria-benavides-ponce-de-leon/,05/04/2021
122,Martín Andornino ,123,156,48,20,28,"41,67",4,Jesús Ruíz Bohorquez,Drive,Mar del Plata - Arg,18/09/1996,"1,73",Mar del Plata - Arg,https://www.worldpadeltour.com/jugadores/martin-andornino/,05/04/2021
123,Miguel Benítez Lara,124,152,66,34,32,"51,52",5,José Carlos Gaspar Campos,Revés,Puerto de Santa María (Cádiz),18/08/1996,"1,90",Puerto de Santa María (Cádiz),https://www.worldpadeltour.com/jugadores/miguel-benitez-lara/,05/04/2021
